id,msd1,dob,msd2,msd3,msd4,msd5,flag
13,905dd7f3-f80a-4f50-b566-31aa0666fbea,20171218,fce89889-77f6-40bd-bb0e-849e618cb419,a3339a8b-9d56-48ea-8775-c0cd9d7183a9,8661ffa7-cf87-48d7-9e4c-de93a139e6e6,1d5e7e55-c8de-4660-84a2-f31ae3a15f62,0
14,0ac68685-296a-47ff-99ad-cfb9ac80120d,20171218,4ea28c5d-7eb5-4344-8003-9a33a32220ba,4cb62acc-80ce-449b-95fd-721eb43eae85,159c4357-de34-46c4-a3fd-39f6378a417a,257dee1d-2d2b-49bd-8f37-7aa07cecedda,0
15,1b327d08-80c7-4251-9675-9504fed30463,20171218,7c4032b8-fc66-47f6-88bd-3e3d09df82a9,34d45405-9a21-4e66-b610-a29c4e1847dc,197247e8-5247-459f-9dbd-07989df5f3d8,467676ea-6bcc-4b74-8fe3-d488c721e06e,0
16,4d61fc12-a896-4953-a915-9f422556142a,20171218,dd9ec561-0f7c-4c64-acb6-e417b872e816,fef8a2a4-3f82-4a28-9999-2f940fd5836f,8a9d3e4f-b62d-4123-bd7c-e494319adbaa,cee4e6e8-205a-4fbf-b381-a4b0d822dbce,0
17,f08744a6-5404-4727-bcd3-8ec2f6f71e69,20171218,b0e41ca5-d58d-4184-accf-9cefbb0326b6,d337eedd-adc2-4926-8c0d-a7378291d7c6,e030f1d5-bc95-4ecd-ab16-82e183e68cce,37dd74b6-4aa5-4601-be91-d36f8f21ef8d,0
18,2b7684ac-ee88-46c2-84f7-23dc9b650bea,20171218,503a16e3-0bb3-4365-9e73-07a241ee4f08,3db861a4-dce6-4db2-a442-85619dc83e70,3d348511-2360-4c59-a3ef-28d839c8b91f,b1143943-0745-4b84-b627-820e918275a3,0
19,2ddc7566-4215-4abd-9cfe-a035d199d5e3,20171218,0fc10b9d-137a-4881-961c-9aa5574c4b2f,0077f375-ad2c-4d7a-8255-b35f889838fa,a1f8e972-62f5-49cd-b16d-a72b12257907,bdf17ad6-bf42-44df-8704-6fdb1e601e82,0
20,5be440a9-7631-4cf6-8e42-7661b2f3a89c,20171218,4084d711-9883-4b91-9f75-181c9a6452ef,4b78cb92-26d2-4f40-a387-551afc77de07,492a4738-3c23-4acc-98f9-a811db4374a5,08451f9b-b9d1-4f67-84a2-c4a9a85a964f,0
21,4346b55f-57e4-4de0-9f18-0d703971187a,20171218,a820bc4d-22c2-48fd-9b8f-07146a1b0192,d773a1dc-5095-4d92-8aff-7bbec97b56b4,70592790-d98a-47a3-a4d3-51c07eaeac32,2583978d-3a7f-481d-9d15-72abe96b0704,0
22,4aa97890-bbbf-471f-b7b6-4ae9530e3c6a,20171218,5f5f4c9f-1c52-4265-af91-2a73d310e954,673330d7-14e7-4c47-a83c-a0a56e6bef8b,8198880d-3526-43c6-a7a5-357f7db16d7a,9e6e326e-edc7-4ffb-83a0-6525798c0525,0
23,57d5d2fb-4e6f-4589-b759-f7ce8bc75d4d,20171218,d2178178-ef20-4cb4-a893-4685cba80bb8,e7d0421c-3c16-4c0d-90d2-b1a3cc59a786,effc8b6c-e23c-4e62-90fb-d431114a42c7,20c43fdd-8a81-4bf3-8ab8-e9229dbdc928,0
24,1db03cd4-7653-4322-9a99-62ac9298fe8a,20171218,93a3ba38-8ff0-4363-a59d-75eebfa314c9,39cc43db-0f49-4a5b-a03d-c0b88d804ec5,1e4dcee6-890b-48cc-b173-3a49fc0e673d,0ce1f955-85ae-454f-81b0-66bfc000e18d,0
25,f1c2dc63-3f8c-4ecd-a71b-d5114d23f7f8,20171218,d1d8c54c-b89b-403b-bf9c-f354fc67b551,969eafb9-7603-4c9f-9a72-84d4c11fff98,1183019d-0fdb-4da0-9fb7-5f659b5faca4,28c7a444-9db0-41dc-89d5-02a1b43bd466,0
26,a71b23a5-dc59-47a6-a904-6915efc9e13f,20171218,f101f926-1665-485a-a2c5-c6ca9f344e24,94584e86-2845-4f84-82ad-0e97ea705ccb,7105bbea-c21d-46d9-a426-c9a25f4c3cab,34f15e47-b6c8-4cfa-b3db-12a899702dc7,0
27,1471bb72-6ee9-454d-88f4-13df4e6f0566,20171218,dfcd1b2d-0d63-4e18-a11b-ae9db4b882b8,11bff3b6-c4ed-44da-aba8-8c81df2da439,550cbc0c-5b72-4c4e-ac3a-dc903e5fe70c,874c9114-e577-4c8f-aa54-97f69523996b,0
28,e00c4a7a-066e-4220-adba-923638c3ff68,20171218,5580eb30-1e5d-4f30-97e1-b2c200e38a92,99a071d7-c7cc-4db6-bbb0-15af39eb503e,c9ba8698-1789-4a76-b103-ec3a6816c4d1,109127ce-6eaf-4a80-90b3-f8c253413ce9,0
29,10c79761-c58c-402c-b813-f6c4a5816112,20171218,839b9a3f-34fd-4589-b140-9e4a94ec6fbf,f77a5194-dab4-4cef-b256-b27b39e983f4,81739f53-776d-4218-8380-db20e135be0e,3a2e7e37-a930-4596-8308-d7263cba078f,0
30,1c793ea5-1766-4636-8ff2-c1f6834e8e09,20171218,31737f4f-b045-4a9d-a1d2-f6479f2a83c6,c1aeffc5-2786-4f7f-9f27-d7f802af0d2b,19ae0a35-8dc6-4a37-8f22-07c332343017,cfe3a891-7083-45df-b41d-f5797fd7a106,0
31,a3ecd0a8-83cc-470d-b835-614a53306326,20171218,b8656d2f-ba5a-47f4-8b5d-1a943ef4ca98,34e131c2-3e55-414d-8660-42572aafd710,fa5551fd-ebdd-49a7-8125-d9f2e1441718,93aa4731-28db-41ec-9b3e-adb089b03691,0
32,9414f978-5c83-4cfb-8200-4f7e0ce12784,20171218,ca1cb229-27d7-4af6-b8db-e4248c30403b,d79aedbe-127c-4978-a5a5-f83d43358c5b,1f977d33-11ab-4da8-8e90-5a352b7dffc3,c618f8d3-b729-4ade-9785-85ad1fcf05ff,0
33,2a89b4e3-94e3-43df-a7e2-3e67a07162cf,20171218,a247ffbb-729b-4a55-bba1-f50c0c4c6e30,ac3aad22-b76a-4713-a24d-2bc01eb7ee0c,409106e8-75c4-4654-b49f-d48ddea8ca5a,20b5cd45-1fb7-47a8-a13f-ff069dd3a141,0
34,2a62d3e4-31f8-450a-92e5-0eff1406e67e,20171218,692ca05c-dacb-4caf-9d33-abdf5d9ff00a,805db0e8-8ea7-487e-84b1-818bc208a3c8,49ed4a40-809e-4bf3-a0ca-48b2b230f602,5021d168-5f11-4eb4-9232-be3669ba0586,0
35,71ca15a0-fff7-4a3a-9727-5e8032aad76e,20171218,37968a0e-2b03-40dc-a292-46f230b2822b,088a6c24-388e-47d6-b9db-de500db7a2a4,0f4516a3-66c5-475b-89d8-26371faa1a6d,98dce7d3-4079-4254-89d4-6368a9eae20e,0
36,16b159ef-009f-43c3-adff-9cc208a5db18,20171218,07ebde08-4225-4597-a577-ad2eef3605b0,9bf871ae-6e15-4fe6-a19b-c2272e0173f2,708535fd-70d6-4f79-9c0c-e8de2257c285,4aca6863-69d3-470e-84ba-fd970386e712,0
37,91ff7fd0-c44e-4b58-b32e-970e37dcce25,20171218,42f7c0ea-480c-48d1-bd61-701e1599ad13,5f69c66f-0731-43ed-8743-642577f3a77f,80a7c498-e1cf-49c9-80eb-90eab824172c,18ad8c51-0564-4615-bf3c-c6f42d72caa5,0
38,2d2f80dd-fc0f-4495-8590-d0d8fbbf4556,20171218,a9e6d49f-4002-4328-936b-f0bb03b25b09,dc8d45fa-eaef-4cc9-810e-881c954e2cc3,6b4c8b73-384e-4161-903b-ad8686ccdd08,44ae0d50-ba39-440b-8177-b44cb3ffe6d9,0
39,033e4d00-8ecb-43d2-8248-9f9e736a6865,20171218,5d8c30ed-5fe7-4c1e-bd7e-d3807a3a0d49,43c4d708-2db9-4182-b81f-08685ba25378,47a77147-a135-4ab3-b070-707339fa926b,8cc9195e-3bdb-41bf-ab82-08485e1342ec,0
40,69576c65-093d-478f-861d-98a20b358f37,20171218,2dc84e49-5253-4260-8c92-d97209958f31,f52c4923-a290-4078-b575-15da0b2783ad,1ac6a9dd-4c18-444b-90de-62ca647f2ea0,e746cfcf-0c66-4e3b-b9aa-1d28b5cbad02,0
41,54a5bd6c-20e2-4c77-9fb8-c0330f91dffa,20171218,cc56b8f7-3565-42d2-826c-fbe467fb3a12,77e11900-212d-4581-91ae-4bdc9c6c3eeb,54bd9973-eff1-463a-bf96-61b7e521064e,b51ca486-fb84-46a7-bcc1-4b44144cd276,0
42,82811977-d7ac-41ed-ab3c-37904d79f498,20171218,b8b8ee84-d961-4189-83ad-ce51963cb7a3,b9d13292-67e2-4511-9b55-766c27dd6ba1,d4cbeaa8-6e34-4992-91a9-62734e9ec03d,20b40d51-8589-4185-9d2e-af743f558624,0
43,afdcc872-3d2c-4ec5-8b35-850d80859952,20171218,fce8fa62-fd8a-4130-8b33-dd7108375599,cdb7d2ea-8764-4433-9af2-8f360858b06f,fcbd5521-2b6f-4977-9677-8a451e63d1e3,0859743f-49aa-4352-bb3d-61a4a76a8b5a,0
44,0c2a5d70-e579-4f49-9af5-4e0c87e1d55b,20171218,16433a92-745d-4a6e-868c-9d9d642b374e,96e2156d-9e4b-46c1-b270-c9559b2b1c91,68b512bb-3b05-43ce-84ae-08d25abdf6c2,830b28b0-4102-4d70-92da-37dd5de3dcfe,0
45,1eb6facb-17c3-4a82-b7b6-6adfe8b8b04a,20171218,ad6c3943-12fc-4ddd-9404-90318ecdc4f8,330e78e1-59f3-4406-abfe-5f3c12785bf7,c7fcdd36-a6ef-41db-b030-313048e2da8b,d6c8dae3-29cf-40cd-a88d-ff1145d36cba,0
46,8a20ed58-02e8-4bcd-a44f-bab0b25016b5,20171218,a8b99c7d-635d-486d-80f2-929559e7f982,8f701a1a-9350-44ae-9e5a-d8e8ecd2c792,cb67c08c-3fb2-42ba-ab3f-e63b739ecccd,fdd8042f-5b0c-405b-ab0f-b96616b2568e,0
47,b2d44b53-e85f-4a2f-9aad-f8df5de24b8a,20171218,50bf5430-4fad-4f5a-8a5d-77676b062110,f0386f84-da07-4c8f-b16c-7b19b8af3505,db36e310-7892-4c2e-a372-1936b206bd02,c62db4a5-7e38-44be-b96e-d0680b95667d,0
48,4058c7ca-cf86-49dc-b6a1-c71ff4552e0e,20171218,cbe3761d-923a-4742-9ffb-1d63cb8b73ac,9665967b-d61e-4c8f-9c73-0390fe8d2a85,8444cc30-073b-4da5-b5f4-049ac5edbd31,9a933b39-c817-4ae6-a0dd-5dbac48221f1,0
49,409d4329-df2b-493b-ac8e-a77043d66841,20171218,4e802690-93d1-4193-9708-a0fc0b67bd36,91f6fbb1-7487-4482-8cda-03b0c5366d31,7e508986-7f97-4a11-8fdb-8094fbabb977,5d515ea9-5b01-482a-b430-6f7e07a8acc5,0
50,d4bde86d-25d1-47ef-a36a-15277c8c2565,20171218,2af2fcc2-a58f-4790-99a3-53ce98f8898d,4514365b-1108-49d8-8272-d9b08586ede1,b4ea9f90-b795-45d7-a5ae-7d192dea235e,45592cd7-7cca-459d-984b-369f6e3f5d18,0
51,461b1689-9735-4a7d-90e0-1b0caa6c7cb5,20171218,bde2e08d-678a-478b-8bc6-ee15ac1e2c00,b7454353-9638-4bbe-a6b4-11acf6a10551,ea744733-3822-4939-99fc-caadcff10615,17ca8622-156a-4ce7-81e3-07170ce17a01,0
52,ef872e3f-1899-4d04-9302-af81515b860e,20171218,25462ddb-75cb-43ce-aab0-0acdf1606e23,835a79e0-415c-499e-8633-aef567a675ce,4aeac31e-809f-4120-8de3-c2df8d0038f2,c0c98f23-9c21-4685-b13e-d6e6e1a9665e,0
53,f7a7e808-8a39-4867-9031-2f33bd2846ab,20171218,5d073340-35fa-4de3-a0cb-4389e79ccaaa,5497a30f-8f23-4021-bf09-e0317425ec72,9d57c69e-733e-4fd3-afde-f197861af7ed,48d1a78b-e6a0-41e8-babd-22a64eef3c1e,0
54,659e7510-dced-4aef-ba21-d5f63658c843,20171218,66847fff-7fbc-40fc-ad85-2e75e8ae2e97,fec55870-f425-4132-93e8-cdc8398d4642,abe931d0-7313-41aa-8452-6134b6ad9c2b,041a9b8b-632f-43be-b982-b955e132fc83,0
55,7f8e6650-969a-40f6-ade3-1e68e3562ccf,20171218,4b0d85c1-cb5c-41d6-a8e2-90dfc61834f3,8335d889-f345-476f-b5e9-2ee8d4487531,37bcd4bf-94f2-4019-9a42-4a304bfa84a8,7f75b02b-21ab-4199-adc7-513334aa8ae1,0
56,cd41b0de-3998-440d-8c12-6a891f6e4764,20171218,ed06ae68-4dae-4f2c-9c5e-1ffe00ecd41f,0fb986bd-a1cd-4a22-ad22-35ce932393ba,5082484b-564e-4f81-b5c9-774ff0ac2f92,15066953-c9c4-4498-b467-d4741232d44e,0
57,86c309d6-5f13-4135-9b1a-40306148ee89,20171218,0e94bb4a-9cbf-4d67-8848-c983f996e236,1d15b12d-4afa-47ce-b602-d8da362c88ae,094cb177-57e1-4457-940d-64c82a180944,2d090493-e357-4557-b0d8-160816623a13,0
58,0f9ee04f-25a2-4425-8a3d-cf2468b9de09,20171218,4530d510-9f0a-42b2-b863-3935bff639db,10152f87-817d-4248-983f-6cb7b7f5da73,9842a5b2-9c64-43cd-88a9-4e90ebe3f60e,003d9d9c-2df5-445f-bef0-b15dbbcf750a,0
59,a9571531-cdcf-49f3-aeed-d5b7ba7391ee,20171218,f038dd02-7410-4e18-af95-dd8d3de0ba98,d4f95805-7714-4c1d-9e24-65a34c083a73,a8daba3d-04d3-4ffd-bccc-23c02632be55,d7223572-4330-434a-9d53-2d41e31b995d,0
60,c53a3f21-6a07-4698-abc1-c0d49722c104,20171218,c23daf1a-ad2a-4c72-9829-583f5688895a,70fb25df-c6aa-46a7-87fe-70a78c32edf7,a192e5b3-4dc2-46f0-8c8b-bf2054f1035d,6366b4d2-0c4d-4ee8-b475-811e5902629e,0
61,c45b3cef-3b69-4756-82b4-b0807511844f,20171218,b498f147-3989-4a2c-87bc-f29c8e53db8a,24f7ad16-443f-4e4c-b7d0-92fc572cc3db,d2aeb397-7b9b-4720-9c8d-ff0221592129,478e5b9f-2c21-47a6-8497-6e79a68f945a,0
62,268a4bdb-8829-4b85-b3f3-1be6d6097c53,20171218,ac6713bc-b2f0-4fa8-b805-ce0e5bedd941,fdd192e1-9943-441a-b957-c235485869c7,7778ac77-5a6d-4972-90e2-c694b29219a8,d265dedd-2a3b-47a2-9f2c-9ed82ba8a681,0
63,a8330931-c8f1-4342-beeb-616945a8a7e7,20171218,a6f6833e-b052-4462-bcc5-3f2eab092ed7,6d4fc654-9209-436d-9759-03a4d768efa2,27d95625-addb-4cb3-8992-ab668d3f247e,87a911ed-7c47-4fe9-b66c-e13f7db13d1c,0
64,292e5aeb-89aa-4528-8e0f-63b92ae936eb,20171218,bb51b5f6-9e34-42d9-8892-8f4fcc05ed41,58634440-425b-49bf-975b-9c1eee7c2211,ebe846c5-e42f-4145-90fe-b80a3a5bd54f,946ee665-1f86-44ac-9905-af4009e93316,0
65,e7962f7d-7f18-48ea-8689-93f9d3fa6145,20171218,7637e9a9-108d-4b5b-b9ea-6d764c78daa0,a8b0636a-e272-4d18-a6ed-a64e2b46350e,085f949d-a135-4f15-8ba9-68c4e8fad710,4b5fb905-0339-479a-be27-c8d7622fc3f4,0
66,a8b54287-aa07-4e57-9085-16549ab31ad1,20171218,9419a773-d5bf-4bdd-a046-bc7041b210bd,32f6b87f-114d-46cf-bcae-075826dcaf5a,596296c0-b86e-4be5-9825-31a192f3ec41,07e70092-d813-4a7f-8ce5-4989ad8bfb64,0
67,4d517eda-07f8-4b63-afee-313054316843,20171218,f97c2626-988e-44d3-9c6f-b448c6ef7a50,125213e4-8e94-492f-bdea-e89a8cd3c49f,8ca0950f-185a-4f6f-8726-29a7d2796c87,eb5c83b9-7a86-4ce8-b9cf-06609c593645,0
68,6deb638c-535e-4278-9e21-c15e57e8571a,20171218,c6eff944-96ee-4125-b085-aa5728c1e5f8,a0526356-c92a-48a1-b408-20e5b3a3e259,c73828d1-4576-4f89-b907-00880bcc392c,603caac9-613f-4d7f-9fc4-4f2b1a3be941,0
69,7d435b9b-86cf-4ab3-9548-3b3422166d5e,20171218,61e65ad5-27d7-4640-88cf-d27101efa987,2404d9c7-2ada-4fc4-8267-ca76736798e9,95a0892d-61d0-4be3-b139-c7d0fc590f20,953713a5-cd28-41ab-9b1d-1a0d4317d207,0
70,62ff245b-ecab-4298-84ab-32267f3d2b0b,20171218,1f3da6d6-e677-4aec-848f-bba7ade3e086,49ff596c-b788-4abf-b856-80fd0bed013f,bb5900dc-b494-430a-99a8-a416d5e25e50,bde129a2-c904-488d-9407-69c26a01544d,0
71,5ddff3a2-2803-436f-838d-656a812e2412,20171218,d86681ab-4ee0-4d38-bba2-3c0ba7e7f50c,f186ce1d-80be-4073-876f-e77c39a071f2,aca1b1c8-5213-4c2c-95e9-89bc866bc882,45f79853-4aaa-4ca8-8615-1fa124c56957,0
72,f6c94c06-c95e-4c0b-b86e-f54ce37271f9,20171218,1b248d9f-c55b-4c1a-9286-fc9c7a6ab6c2,1eecdf95-49a1-44f6-add6-da86fbd9fc0b,6d40e727-1388-4dcb-9494-f95f06d8a793,c5602829-3762-4250-bd57-c0e03451e369,0
73,35dbfb60-d4f8-4634-abf4-213499795c76,20171218,03a3fa94-d5db-439d-b566-7701119a0bdb,1db1e2a7-2348-4d5d-b627-15f6796b1653,31da18e6-35ae-4e40-b405-16bbae2cab6a,053c3d2c-01e4-44e0-a421-8ffd23b879e1,0
74,4b3c3360-7e06-4253-91be-58b48a7afe8d,20171218,fbac896e-cf7f-4f0d-be3b-5e62d378466c,5bcf94c8-1588-4cf6-88fc-97c53f5374ca,ec553eaa-f0b5-4ac9-9bfc-c62ac6654cae,20ca311d-e3db-4c4e-ba44-02b43ef41ea4,0
75,e8044265-504f-41ca-b3de-39ea00d2c249,20171218,e131bfd4-aa05-48ac-b500-424c15ce5ad6,3a8e1615-a232-4e43-803a-94a1fc6eacd1,b7e7e545-40d2-4873-ac7e-dbf24edb9ff0,1865dec5-208e-426f-9b74-007f84206766,0
76,f2edc32f-d68c-420b-8d6f-9f8f7148f9e6,20171218,b7795ee8-079a-4659-8588-b368f24ac068,4564dda2-c797-44cf-972d-823af97f225a,b295e957-a025-45b2-a28d-b29a0a99c780,e720b5a2-cb60-49af-9ef9-607f5e3e8558,0
77,1ead31f0-3d6d-42d0-82cd-7adfee642bee,20171218,93d0b958-dc64-4c1a-8c2d-34562cebfd7a,a17eea6f-e51d-4ed1-872a-7eb03ceaf3bc,da5e3a92-0e7a-4fa0-9926-84601b3d0770,d257d563-baf7-4071-ae61-bb8db0c5ad85,0
78,0547c5d8-d439-4e69-ae43-199fd299591f,20171218,9245c242-7e63-4139-9bf2-5eb75cef33fd,6d22d57c-556e-4140-ac41-a664f41a51b5,0afd2e91-5272-429a-a1f4-41c2e335595e,561b6754-1bf6-4bae-9737-64af23cb0453,0
79,6fdc0cae-5721-4498-b6ab-65bd8821bd01,20171218,ccbac713-b1f5-4d6c-9bec-eb480ceb4e2a,485fedac-b3da-4533-b279-200daae886bf,0c8c3a27-9f21-4647-becf-33c239c175e5,f1f764f0-cc16-4827-8916-d8db81b98fb3,0
80,8e498865-fac0-489e-882b-27635e95762a,20171218,ed1bd304-fa3f-4283-88d9-9911a00edf72,8fd706a4-c1fb-412b-9dcf-6583a968a11a,e1f08e10-2222-49b8-9f78-9c3535ff40c9,a7411d72-7435-42b8-a819-0bc570e973bd,0
81,b5879df2-764e-41ff-9105-a95d7d288043,20171218,b30b57e4-53ff-4d65-a3ef-ea9abe541d78,b1bcf43c-c6c4-411b-9d20-427af30ca8fe,63e5a2af-fbed-43c5-b27c-4fbbfdaaf239,224cdc1a-0d91-4b89-93cd-a5268e3519f6,0
82,a13935ad-7b50-4de5-b8c1-bdea9e94d2d3,20171218,fd5e847a-5b6b-4a3f-8b41-7a62af71d485,5d224528-f713-40a4-95c4-8cd1298fa574,f666f946-511f-48ad-9e1b-09fc23278168,867a0a01-f38d-468f-b2a0-d3b99fe19529,0
83,2b8478a8-898d-46e4-831f-c1b4028fbe22,20171218,116a31cd-e70d-4f53-9473-8b1ab34826bc,7d6462cf-9169-400b-88c8-7ec1d33980e1,3c42973c-4089-4bf0-97df-b79eb863a17b,b481dd69-5870-4599-8160-29850eddd038,0
84,5de52d8d-8cc0-43f2-9c68-eb9b02dc15a2,20171218,6bb964be-fdb6-4d0a-8b94-3b804302be94,71cb430f-70f2-4520-b0b1-124146f61101,ba5b9451-4120-4438-8cd9-4dd09c91377e,d515ac7d-5bf0-4a81-9fc2-09e608d39c5b,0
85,1ffb376b-dd76-454e-944e-9365c8460710,20171218,50c22939-7e65-491a-be69-c358808be44a,b64e1925-d3d7-4972-86e0-defc270fb718,97b1a8d9-6e93-4d9a-b13b-9aecfa51d86d,af940159-bee6-4ef1-8178-44d813a623e7,0
86,7436366a-69ba-493f-984c-35482c06a64c,20171218,0e4d1db1-3231-4733-9865-b4aad7e3ec1a,6d8a7b45-b14a-47ac-b89c-27277bface62,49f11b3b-bb10-4429-9e69-d054a9cf5396,54e3ccfd-cdb8-4e09-83cd-9fc2109d6671,0
87,ee138f70-b134-4796-8418-9a08af3e378e,20171218,85cbefa5-d18b-4cfa-9416-c64dc618ae78,a4525bca-6c3a-448d-b0f7-8a9054e823f9,03a37319-3a68-4f25-a62f-aa8fb480f978,67251028-4167-491a-af28-31b1ca8f6266,0
88,f3758ead-411f-4ea1-bfe6-7b540e210985,20171218,e5e47f62-847b-42bf-9a3b-90318f605722,ebab3845-18cb-4712-8996-70211ad76bc5,0052a93b-6876-480e-9342-5db86ca886d0,18b264c2-44cd-4e74-b992-5cd5f89c0a4a,0
89,d13f764e-6ecc-4112-b1c2-46af80563202,20171218,3fd798b3-94f0-462c-a465-3f056484b7f0,81e503ec-c3cc-4d2e-937a-a265e103aff4,cf3d62a8-ae86-4710-88dc-85e1c5d8fb64,e2a2eb00-eba7-4672-882f-c1739721064d,0
90,f267f7dd-a67b-4f6b-9100-8fb601dfb640,20171218,ba03faf5-4035-45b2-a5f8-afd17311d5cc,95140ce8-f3de-4bb4-af30-d183f5224e1c,93316b15-854e-4c84-8040-856fa322ac51,a5e8a359-6876-4d60-b86d-b0040ed1dd3a,0
91,6cc202b7-f7ca-40fd-ae55-e3d040655273,20171218,cecedcf9-7ea4-47a8-bde2-e902dc49a755,a84e3cf7-8bcc-441b-8792-10ced5cb4333,89a316bf-c6c7-4530-8d05-97686408580b,93f982d5-0b5b-4133-a49d-76c4e5ca4bf2,0
92,c889e80e-8862-4d25-a81e-a2e9e50b5be2,20171218,e4135561-a896-46aa-a41f-d1ec564c3189,210b669e-e3f4-4a52-864a-22c2ec164c54,f24183ec-e67e-41af-8a9b-d881e0030e47,2e401a44-420f-4b64-971f-fc98ae99143d,0
93,3818e0fb-2b5c-4585-8cb9-8f782c585901,20171218,b2fe5893-9b83-43d8-a246-0b6d7aa6a568,fe057f5b-fb30-4487-8ab1-7905248753c5,c8003220-b1d4-43fd-9f9c-e54b38959178,11156b44-d468-4888-9b51-1936e95cbe06,0
94,8ede58a0-a533-4fe8-8608-883aaec8a4f0,20171218,4c84bc98-6304-4aa3-b6a0-095af2ecb510,434616ba-f832-4ced-b152-442a0e250ad7,f984163e-f4ac-4fff-93af-8ba83c7a4ea7,fdd6baa7-aa07-44e0-9de9-235e189646d9,0
95,eef4c618-b088-4582-85b0-6ebee596f8ec,20171218,f068be42-9d1e-4347-86a2-28de7138311b,a20c78a6-4ccc-4e79-b985-6a116648121b,c143b8c8-4173-4d2d-beb2-4412cc543ab1,ab65ae20-65c4-4f78-baed-adec0e4aa89a,0
96,ed3bf7a4-573f-4f8a-84e2-0ce11a9f0485,20171218,c4c7d124-8702-4a88-9989-0475c2b7abb1,b64a0e39-8a63-4f9d-b746-e146b3a7b1c5,c4253f85-8401-4afc-91b1-f1eab547922f,27828bbe-37e1-4216-9c3a-2fee9a278e27,0
97,7e2204c8-ca28-4171-a40b-20e676338204,20171218,ab14befe-458a-42c1-889d-8f13483a65f6,a0519eec-c4bb-4728-9f6a-246e8fc72300,96e4f46b-1c14-4183-831b-af2a47d19f1a,d0b8209d-afee-478b-b6a0-e1f8900c0ee6,0
